unitserialnumber,code,deviceId,timestamp,manual,type,message,alarm_type
2024004,500.0,un0000000000002155,2024-12-02 03:32:43,False,3,-,SEQUENCE
2024004,,un0000000000002155,2024-12-02 03:32:44,False,3,-,SEQUENCE
2024004,2000.0,un0000000000002155,2024-12-02 03:33:19,False,3,id=605589-0007 version=3.2 model=WTS001,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 03:33:24,False,3,-,SEQUENCE
2024004,2022.0,un0000000000002155,2024-12-02 03:34:30,False,3,-,SEQUENCE
2024004,2036.0,un0000000000002155,2024-12-02 03:35:10,False,3,-,SEQUENCE
2024004,2024.0,un0000000000002155,2024-12-02 03:48:40,False,3,-,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 03:53:30,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-02 03:54:34,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-02 03:55:14,False,3,-,SEQUENCE
2024004,2003.0,un0000000000002155,2024-12-02 03:58:10,False,3,-,SEQUENCE
2024004,2020.0,un0000000000002155,2024-12-02 04:05:49,False,3,-,SEQUENCE
2024004,2000.0,un0000000000002155,2024-12-02 04:20:41,False,3,id=605589-0007 version=3.2 model=WTS001,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 04:20:46,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-02 04:21:54,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-02 04:22:34,False,3,-,SEQUENCE
2024004,2003.0,un0000000000002155,2024-12-02 04:25:20,False,3,-,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 04:35:05,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-02 04:36:17,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-02 04:36:57,False,3,-,SEQUENCE
2024004,2003.0,un0000000000002155,2024-12-02 04:39:34,False,3,-,SEQUENCE
2024004,2015.0,un0000000000002155,2024-12-02 05:22:41,False,3,-,SEQUENCE
2024004,2032.0,un0000000000002155,2024-12-02 05:23:15,False,3,-,SEQUENCE
2024004,2016.0,un0000000000002155,2024-12-02 05:26:10,False,3,-,SEQUENCE
2024004,2017.0,un0000000000002155,2024-12-02 05:28:26,False,3,-,SEQUENCE
2024004,2019.0,un0000000000002155,2024-12-02 05:31:02,False,3,-,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 05:34:42,False,3,-,SEQUENCE
2024004,2026.0,un0000000000002155,2024-12-02 05:35:55,False,3,-,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 05:44:53,False,3,-,SEQUENCE
2024004,500.0,un0000000000002155,2024-12-02 05:45:50,False,3,-,SEQUENCE
2024004,,un0000000000002155,2024-12-02 05:45:51,False,3,-,SEQUENCE
2024004,2000.0,un0000000000002155,2024-12-02 05:46:27,False,3,id=605589-0007 version=3.2 model=WTS001,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 05:46:32,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-02 05:47:39,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-02 05:48:19,False,3,-,SEQUENCE
2024004,2004.0,un0000000000002155,2024-12-02 05:51:18,False,3,-,SEQUENCE
2024004,2003.0,un0000000000002155,2024-12-02 06:00:03,False,3,-,SEQUENCE
2024004,2008.0,un0000000000002155,2024-12-02 06:01:26,False,3,-,SEQUENCE
2024004,2009.0,un0000000000002155,2024-12-02 06:02:08,False,3,-,SEQUENCE
2024004,2010.0,un0000000000002155,2024-12-02 06:03:53,False,3,-,SEQUENCE
2024004,2011.0,un0000000000002155,2024-12-02 06:06:51,False,3,-,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 06:10:11,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-02 06:11:14,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-02 06:11:47,False,3,-,SEQUENCE
2024004,2004.0,un0000000000002155,2024-12-02 06:14:32,False,3,-,SEQUENCE
2024004,2020.0,un0000000000002155,2024-12-02 06:37:58,False,3,-,SEQUENCE
2024004,2000.0,un0000000000002155,2024-12-02 06:55:15,False,3,id=605589-0007 version=3.2 model=WTS001,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 06:55:20,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-02 06:56:24,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-02 06:56:57,False,3,-,SEQUENCE
2024004,,un0000000000002155,2024-12-02 07:11:23,False,3,-,SEQUENCE
2024004,,un0000000000002155,2024-12-02 23:12:30,False,3,-,SEQUENCE
2024004,2000.0,un0000000000002155,2024-12-02 23:24:17,False,3,id=605589-0007 version=3.2 model=WTS001,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 23:24:22,False,3,-,SEQUENCE
2024004,2000.0,un0000000000002155,2024-12-02 23:29:00,False,3,id=605589-0007 version=3.2 model=WTS001,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-02 23:29:05,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-02 23:30:16,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-02 23:30:56,False,3,-,SEQUENCE
2024004,2004.0,un0000000000002155,2024-12-02 23:34:03,False,3,-,SEQUENCE
2024004,2003.0,un0000000000002155,2024-12-02 23:45:11,False,3,-,SEQUENCE
2024004,2021.0,un0000000000002155,2024-12-03 01:00:25,False,3,-,SEQUENCE
2024004,2002.0,un0000000000002155,2024-12-03 01:01:39,False,3,-,SEQUENCE
2024004,2001.0,un0000000000002155,2024-12-03 01:02:19,False,3,-,SEQUENCE
2024004,2003.0,un0000000000002155,2024-12-03 01:05:03,False,3,-,SEQUENCE
2024004,2015.0,un0000000000002155,2024-12-03 02:03:06,False,3,-,SEQUENCE
