timestamp,unitserialnumber,code,deviceId,manual,type,message,alarm_type,eventDateTime
15/11/2024 2:50,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,15/11/2024 2:50
15/11/2024 2:51,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,15/11/2024 2:51
15/11/2024 4:00,2024004,System Input/Source Water Turbidity Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid Turbidity - System Water Input for trb101_turbidity ,ERROR,15/11/2024 4:00
15/11/2024 4:00,2024004,System Input/Source Water Turbidity Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid Turbidity - System Water Input for trb101_turbidity ,ERROR,15/11/2024 4:00
15/11/2024 4:00,2024004,System Input/Source Water Turbidity Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid Turbidity - System Water Input for trb101_turbidity ,ERROR,15/11/2024 4:00
15/11/2024 4:18,2024004,System Input/Source Water Turbidity Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid Turbidity - System Water Input for trb101_turbidity ,ERROR,15/11/2024 4:18
15/11/2024 4:19,2024004,System Input/Source Water Turbidity Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid Turbidity - System Water Input for trb101_turbidity ,ERROR,15/11/2024 4:19
15/11/2024 4:19,2024004,System Input/Source Water Turbidity Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid Turbidity - System Water Input for trb101_turbidity ,ERROR,15/11/2024 4:19
15/11/2024 4:19,2024004,System Input/Source Water Turbidity Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid Turbidity - System Water Input for trb101_turbidity ,ERROR,15/11/2024 4:19
19/11/2024 21:35,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,19/11/2024
20/11/2024 2:44,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,20/11/2024 2:44
27/11/2024 0:51,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,27/11/2024 0:51
27/11/2024 0:51,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,27/11/2024 0:51
27/11/2024 1:20,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,27/11/2024 1:20
27/11/2024 22:49,2024004,Enclosure Ambient Below Minimum Threshold,un0000000000002155,FALSE,2,LowLow Threshold breached for Fluid (Air or Water) Pressure - Atmospheric Pressure for ptc109_pressure ,ERROR,27/11/2024
27/11/2024 23:34,2024004,Membrane Scour Pump Output Pressure Above Maximum Threshold,un0000000000002155,FALSE,2,HighHigh Threshold breached for Fluid (Air or Water) Pressure - Air Scour Pump Output for ptc112_pressure ,ERROR,27/11/2024
